order_id;product_id;unit_price;quantity;discount
439;17;39;37;0,2
439;26;31,23;15;0
440;9;97;58;0,25
440;29;123,79;18;0
440;36;19;95;0,25
441;10;31;41;0,1
441;28;45,6;52;0,1
441;34;14;58;0
442;1;18;41;0,25
443;56;38;43;0,25
443;77;13;65;0,25
444;1;18;79;0
444;29;123,79;47;0
444;43;46;69;0
444;44;19,45;53;0
444;62;49,3;30;0
445;63;43,9;49;0
446;9;97;88;0
446;54;7,45;43;0,15
446;69;36;35;0,15
446;73;15;68;0,15
447;7;30;85;0
447;59;55;57;0
447;70;15;49;0
448;8;40;85;0
448;12;38;23;0
448;24;4,5;38;0
449;17;39;31;0
449;46;12;13;0
450;19;9,2;99;0,25
450;35;18;97;0,25
450;58;13,25;60;0,25
450;70;15;29;0,25
451;11;21;76;0
451;17;39;70;0,05
451;29;123,79;76;0,05
451;65;21,05;78;0,05
451;70;15;90;0,05
452;47;9,5;77;0
453;1;18;85;0,2
453;34;14;27;0,2
453;68;12,5;19;0,2
453;71;21,5;65;0,2
454;59;55;92;0,15
454;71;21,5;71;0,15
454;76;18;44;0,15
455;3;10;27;0
455;76;18;75;0
456;2;19;47;0
456;59;55;94;0
456;73;15;24;0
457;4;22;43;0
457;24;4,5;68;0
457;48;12,75;31;0
458;31;12,5;10;0
458;32;32;67;0
459;16;17,45;16;0
459;43;46;15;0
459;59;55;93;0
460;55;24;99;0
460;57;19,5;22;0
460;70;15;95;0,15
461;5;21,35;26;0
461;36;19;90;0
462;8;40;41;0
462;51;53;32;0
462;60;34;95;0
463;19;9,2;14;0
463;47;9,5;40;0
464;19;9,2;65;0
464;41;9,65;65;0
464;53;32,8;78;0
465;53;32,8;17;0,05
465;56;38;40;0
466;10;31;99;0
466;26;31,23;49;0
466;45;9,5;39;0
466;46;12;52;0
467;2;19;49;0,25
467;17;39;81;0,25
467;47;9,5;13;0,25
467;56;38;19;0,25
467;58;13,25;71;0,25
468;10;31;62;0
468;71;21,5;41;0
469;21;10;82;0
469;51;53;10;0
469;61;28,5;44;0
470;21;10;54;0,05
470;54;7,45;48;0
470;69;36;13;0,05
471;12;38;98;0
471;16;17,45;84;0
471;36;19;18;0
471;62;49,3;36;0
472;18;62,5;14;0,25
472;30;25,89;50;0,25
472;54;7,45;89;0,25
473;35;18;72;0
473;71;21,5;99;0
474;44;19,45;95;0,05
475;2;19;53;0
475;31;12,5;17;0
475;68;12,5;42;0
475;75;7,75;99;0
476;26;31,23;44;0
477;10;31;94;0
477;61;28,5;41;0
478;41;9,65;33;0
478;52;7;100;0
478;55;24;43;0
479;4;22;78;0
479;11;21;14;0
480;17;39;76;0,05
480;56;38;89;0,05
480;59;55;19;0,05
481;30;25,89;97;0
481;40;18,4;66;0
481;55;24;85;0
481;60;34;100;0
482;1;18;95;0
482;21;10;7;0
482;50;16,25;69;0
483;16;17,45;71;0,05
483;31;12,5;68;0,05
483;65;21,05;45;0,05
484;21;10;94;0,05
484;51;53;26;0,05
485;76;18;91;0
486;14;23,25;31;0
486;28;45,6;27;0
486;52;7;42;0
487;6;25;92;0
487;30;25,89;50;0
487;76;18;12;0
488;61;28,5;33;0,1
488;77;13;67;0,1
489;65;21,05;15;0
489;75;7,75;18;0
490;13;6;97;0
490;41;9,65;41;0
491;16;17,45;75;0
492;36;19;40;0
492;52;7;78;0
493;28;45,6;69;0,2
493;35;18;26;0,2
493;45;9,5;43;0,2
493;56;38;69;0,2
494;2;19;14;0,2
495;3;10;56;0
495;60;34;9;0
495;72;34,8;86;0
496;46;12;92;0,05
497;40;18,4;14;0,2
498;18;62,5;37;0
498;44;19,45;22;0
498;59;55;83;0
498;72;34,8;37;0
499;13;6;42;0
499;42;14;93;0
499;62;49,3;65;0
499;69;36;36;0
500;31;12,5;66;0
500;41;9,65;40;0
500;63;43,9;74;0
500;69;36;84;0
501;23;9;58;0
501;40;18,4;96;0
501;56;38;24;0
502;56;38;77;0
502;59;55;66;0
502;76;18;49;0
503;14;23,25;28;0,15
503;45;9,5;32;0,15
503;59;55;37;0,15
504;26;31,23;92;0,1
504;30;25,89;9;0
504;50;16,25;46;0,1
504;73;15;15;0
505;1;18;49;0
505;69;36;84;0
506;45;9,5;48;0
506;74;10;67;0
507;40;18,4;10;0
508;47;9,5;32;0,25
508;56;38;41;0,25
508;57;19,5;77;0,25
508;69;36;70;0,25
509;18;62,5;29;0,2
509;36;19;33;0,2
509;68;12,5;24;0,2
509;69;36;32;0,2
510;34;14;59;0
510;59;55;13;0
510;62;49,3;13;0
510;64;33,25;62;0
511;26;31,23;99;0
511;52;7;38;0
511;70;15;64;0
512;32;32;71;0
513;25;14;82;0,25
513;27;43,9;35;0
513;43;46;79;0,25
514;25;14;51;0,25
514;75;7,75;83;0
515;39;18;32;0
515;47;9,5;34;0
515;51;53;8;0
515;56;38;46;0
516;21;10;65;0
516;22;21;86;0
516;24;4,5;96;0
517;3;10;24;0,1
517;39;18;48;0,1
518;65;21,05;20;0,1
519;2;19;57;0
519;7;30;91;0
519;68;12,5;93;0
520;42;14;89;0
521;22;21;43;0
521;31;12,5;27;0
521;60;34;60;0
521;71;21,5;76;0
522;41;9,65;88;0,05
522;52;7;46;0,05
522;61;28,5;57;0
522;62;49,3;22;0
523;11;21;24;0,25
524;71;21,5;60;0
525;29;123,79;56;0
525;59;55;59;0
526;17;39;71;0
526;31;12,5;43;0,2
526;75;7,75;10;0,2
527;31;12,5;45;0,25
527;66;17;79;0
528;10;31;31;0
528;67;14;12;0
529;31;12,5;14;0,05
529;42;14;74;0,05
529;45;9,5;15;0,05
529;51;53;11;0,05
530;42;14;26;0,2
531;41;9,65;8;0
532;16;17,45;41;0
532;62;49,3;90;0
533;70;15;29;0
533;77;13;25;0
534;54;7,45;22;0,2
534;56;38;32;0,2
534;74;10;45;0
535;31;12,5;84;0
536;31;12,5;53;0
536;38;263,5;23;0
537;36;19;19;0
537;39;18;27;0,15
537;72;34,8;70;0,15
538;10;31;65;0
538;75;7,75;91;0
539;8;40;40;0,2
539;30;25,89;41;0,2
539;75;7,75;86;0,2
540;2;19;30;0,05
540;29;123,79;26;0,05
541;19;9,2;32;0,05
541;75;7,75;53;0,05
542;18;62,5;15;0
542;35;18;87;0
542;63;43,9;25;0
542;68;12,5;24;0
543;7;30;28;0,15
543;56;38;65;0,15
544;29;123,79;58;0,05
544;41;9,65;98;0,05
545;2;19;65;0
545;54;7,45;72;0
545;68;12,5;33;0
546;41;9,65;97;0
546;52;7;83;0
547;14;23,25;79;0,2
547;54;7,45;70;0,2
548;16;17,45;80;0
548;17;39;9;0,25
549;26;31,23;34;0,2
549;44;19,45;87;0
549;64;33,25;15;0,2
549;69;36;61;0,2
550;11;21;9;0
551;62;49,3;66;0
551;72;34,8;80;0
552;13;6;37;0,15
552;24;4,5;72;0,15
552;59;55;27;0
553;11;21;7;0,1
553;51;53;98;0,1
553;54;7,45;29;0,1
554;17;39;68;0,25
554;29;123,79;51;0,25
555;30;25,89;92;0,25
555;51;53;73;0,25
555;55;24;16;0,25
555;62;49,3;23;0,25
556;19;9,2;21;0,05
556;25;14;79;0,05
556;59;55;88;0,05
557;10;31;86;0
557;28;45,6;95;0
557;49;20;13;0,15
558;34;14;11;0
558;38;263,5;11;0
559;2;19;93;0,25
559;65;21,05;88;0
559;74;10;33;0,25
560;40;18,4;89;0
561;56;38;51;0,15
561;76;18;23;0,15
562;52;7;56;0
563;13;6;23;0
563;25;14;7;0
563;70;15;22;0
564;19;9,2;86;0
564;23;9;50;0
564;40;18,4;73;0
565;31;12,5;65;0,1
565;72;34,8;51;0,1
565;77;13;31;0
566;2;19;24;0,2
566;46;12;11;0
567;41;9,65;30;0
567;43;46;72;0,15
567;48;12,75;99;0,15
567;61;28,5;35;0,15
568;33;2,5;91;0
569;38;263,5;91;0,05
569;62;49,3;37;0,05
570;26;31,23;61;0,15
570;38;263,5;32;0
570;40;18,4;26;0,15
570;62;49,3;94;0,15
571;32;32;38;0
571;41;9,65;80;0
572;43;46;82;0
572;75;7,75;48;0
573;56;38;47;0
574;35;18;37;0
574;51;53;98;0
575;62;49,3;14;0
575;70;15;67;0
576;11;21;60;0,1
576;57;19,5;92;0
576;59;55;18;0,1
576;77;13;88;0,1
577;41;9,65;76;0
577;70;15;28;0
578;26;31,23;67;0
578;53;32,8;76;0
579;31;12,5;53;0
579;57;19,5;23;0
580;10;31;63;0
580;39;18;71;0
581;20;81;7;0
581;38;263,5;68;0
582;2;19;92;0
582;8;40;11;0
582;13;6;86;0
582;60;34;49;0
583;6;25;66;0
583;39;18;21;0
583;60;34;10;0
583;68;12,5;41;0
584;19;9,2;88;0
584;35;18;55;0
584;38;263,5;24;0
584;43;46;77;0
585;13;6;15;0,2
585;25;14;36;0,2
585;44;19,45;51;0,2
585;64;33,25;14;0
586;7;30;73;0,1
586;31;12,5;57;0,1
586;53;32,8;19;0,1
587;29;123,79;53;0,05
587;30;25,89;80;0,05
588;59;55;98;0
588;77;13;25;0,2
589;22;21;84;0
589;35;18;56;0
589;57;19,5;85;0
589;60;34;97;0
589;64;33,25;32;0
590;13;6;77;0
590;40;18,4;92;0
590;47;9,5;86;0,25
590;76;18;46;0,25
591;1;18;52;0,25
591;18;62,5;78;0,25
591;36;19;77;0,25
592;58;13,25;7;0,1
592;72;34,8;90;0,1
593;25;14;32;0,2
593;39;18;68;0,2
594;10;31;82;0
594;56;38;16;0
594;59;55;91;0
594;77;13;32;0
595;11;21;21;0
595;43;46;20;0
595;68;12,5;58;0
595;70;15;26;0
596;51;53;85;0,25
597;22;21;38;0
598;23;9;65;0,1
598;35;18;52;0,1
598;42;14;16;0,1
598;58;13,25;49;0,1
598;64;33,25;57;0
599;4;22;71;0
599;70;15;31;0
599;74;10;92;0
600;1;18;70;0,2
600;19;9,2;31;0,2
600;37;26;42;0,2
600;45;9,5;45;0,2
600;60;34;22;0,2
600;71;21,5;29;0,2
601;5;21,35;23;0
601;9;97;80;0
602;3;10;49;0
602;26;31,23;46;0,15
603;25;14;29;0,15
603;33;2,5;86;0,15
603;70;15;50;0,15
604;2;19;57;0,05
604;25;14;89;0,05
604;57;19,5;35;0,05
604;59;55;33;0,05
605;2;19;77;0
605;17;39;100;0
605;62;49,3;31;0
606;18;62,5;25;0
607;10;31;54;0,15
607;13;6;39;0,15
608;16;17,45;10;0
608;31;12,5;22;0
608;56;38;41;0
608;65;21,05;99;0,15
609;2;19;94;0
609;42;14;81;0
610;3;10;35;0
610;26;31,23;21;0,25
610;29;123,79;25;0,25
611;7;30;78;0
611;27;43,9;79;0
611;70;15;94;0
612;24;4,5;62;0,25
612;54;7,45;17;0,25
612;64;33,25;38;0,25
613;51;53;94;0
613;76;18;13;0
614;17;39;42;0
614;18;62,5;22;0
614;21;10;17;0
614;33;2,5;49;0
614;62;49,3;64;0
615;11;21;80;0
615;52;7;16;0
616;1;18;32;0,15
616;58;13,25;84;0,15
617;35;18;69;0
617;67;14;66;0
618;38;263,5;72;0,05
618;39;18;82;0,05
619;2;19;80;0,25
619;24;4,5;85;0,25
619;30;25,89;46;0,25
620;53;32,8;98;0
621;26;31,23;61;0
621;35;18;18;0
621;49;20;28;0,1
622;1;18;37;0
622;11;21;56;0
622;23;9;40;0
622;68;12,5;52;0
623;35;18;92;0
623;51;53;87;0
624;6;25;65;0,05
624;16;17,45;59;0,05
624;17;39;30;0,05
625;55;24;63;0,05
625;62;49,3;72;0,05
625;64;33,25;56;0,05
625;65;21,05;98;0,05
626;21;10;7;0
626;28;45,6;73;0
627;10;31;40;0
628;19;9,2;61;0
628;47;9,5;90;0,1
628;49;20;69;0
629;46;12;39;0
629;64;33,25;78;0
630;16;17,45;62;0,25
630;18;62,5;99;0
631;20;81;62;0,05
632;40;18,4;91;0
632;65;21,05;7;0
632;76;18;26;0
633;23;9;43;0,2
633;61;28,5;64;0,2
633;70;15;97;0,2
634;73;15;33;0
635;42;14;19;0
635;49;20;74;0,15
635;54;7,45;64;0,15
636;24;4,5;52;0
637;21;10;59;0,05
637;56;38;21;0,05
637;65;21,05;67;0,05
638;2;19;79;0
638;24;4,5;98;0
638;70;15;95;0
638;77;13;18;0
639;10;31;42;0
639;31;12,5;73;0
639;77;13;97;0
640;25;14;90;0
641;2;19;25;0
641;68;12,5;95;0
642;11;21;57;0
642;38;263,5;82;0
643;17;39;46;0
643;34;14;17;0
643;41;9,65;80;0
644;30;25,89;67;0,05
645;59;55;30;0,05
646;8;40;24;0
646;24;4,5;15;0
646;29;123,79;47;0
646;30;25,89;50;0
646;36;19;40;0
647;13;6;22;0,05
647;69;36;17;0,05
647;75;7,75;17;0,05
648;24;4,5;94;0
648;39;18;86;0
648;40;18,4;34;0
648;60;34;38;0
649;45;9,5;77;0
649;56;38;58;0
650;29;123,79;56;0
650;30;25,89;32;0
651;13;6;70;0
652;39;18;63;0,15
653;70;15;87;0,25
654;41;9,65;66;0
654;71;21,5;64;0
655;55;24;20;0,15
655;62;49,3;81;0,15
656;13;6;74;0
656;65;21,05;26;0
656;68;12,5;30;0
657;58;13,25;39;0
657;62;49,3;36;0
658;1;18;86;0,05
659;61;28,5;63;0
660;75;7,75;15;0
661;7;30;53;0,05
661;52;7;87;0,05
662;7;30;86;0
662;16;17,45;92;0
662;41;9,65;30;0
663;19;9,2;68;0
663;49;20;41;0
663;61;28,5;91;0
664;1;18;74;0
664;17;39;27;0
664;67;14;50;0
665;11;21;59;0,25
665;29;123,79;30;0,25
666;4;22;42;0,25
666;33;2,5;69;0,25
666;58;13,25;66;0
667;71;21,5;12;0
668;17;39;55;0
668;33;2,5;40;0
668;54;7,45;15;0
669;16;17,45;23;0
669;32;32;56;0
669;57;19,5;53;0
670;30;25,89;91;0
670;60;34;81;0
671;1;18;54;0,25
671;60;34;93;0,25
672;16;17,45;32;0
672;25;14;56;0
672;40;18,4;56;0
673;50;16,25;67;0
674;35;18;7;0
674;63;43,9;18;0
675;17;39;15;0
675;24;4,5;48;0
676;42;14;63;0,2
676;43;46;17;0,2
676;67;14;77;0,2
677;10;31;60;0,1
677;28;45,6;15;0,1
677;75;7,75;13;0
678;36;19;99;0,15
678;52;7;63;0,15
679;11;21;87;0
679;13;6;65;0
679;19;9,2;92;0
679;72;34,8;99;0
680;20;81;77;0
680;52;7;12;0
680;76;18;32;0
681;47;9,5;70;0
681;76;18;15;0
682;21;10;13;0
682;75;7,75;68;0
682;77;13;81;0
683;21;10;69;0
683;27;43,9;9;0
683;55;24;42;0,2
683;58;13,25;50;0,2
684;13;6;45;0,15
684;57;19,5;68;0
685;16;17,45;79;0,1
685;62;49,3;13;0,1
685;72;34,8;83;0
685;75;7,75;96;0,1
686;53;32,8;94;0
686;61;28,5;47;0
687;6;25;88;0
688;1;18;100;0
688;18;62,5;50;0,25
688;23;9;59;0,25
689;36;19;90;0,2
690;28;45,6;17;0
690;34;14;64;0
691;13;6;61;0,25
691;43;46;44;0,25
691;60;34;23;0,25
691;71;21,5;41;0,25
692;2;19;52;0,15
692;67;14;61;0,15
693;7;30;52;0
693;13;6;29;0
694;31;12,5;10;0,25
694;62;49,3;46;0,25
694;68;12,5;76;0,25
694;72;34,8;53;0
695;49;20;50;0
696;13;6;56;0
696;22;21;48;0
696;46;12;72;0
697;11;21;41;0,25
697;44;19,45;61;0,25
697;56;38;67;0
698;13;6;44;0
698;31;12,5;32;0
699;10;31;92;0
699;24;4,5;55;0
699;77;13;94;0
700;59;55;91;0
701;50;16,25;81;0
701;51;53;44;0
701;55;24;84;0
702;6;25;31;0
702;10;31;99;0
702;17;39;90;0
702;62;49,3;78;0
703;4;22;9;0
704;33;2,5;47;0,05
704;41;9,65;32;0,05
704;75;7,75;88;0,05
705;6;25;78;0,05
705;28;45,6;94;0
706;20;81;40;0,05
706;31;12,5;25;0,05
707;16;17,45;76;0,15
707;31;12,5;49;0,15
707;45;9,5;49;0
707;60;34;18;0,15
708;75;7,75;18;0,2
709;21;10;64;0
709;47;9,5;68;0
709;51;53;94;0
710;30;25,89;23;0
710;35;18;14;0
710;64;33,25;25;0
711;5;21,35;39;0
711;7;30;74;0
711;72;34,8;26;0
712;75;7,75;42;0,15
713;24;4,5;100;0,25
713;41;9,65;25;0
714;52;7;95;0,05
714;76;18;76;0
715;7;30;66;0
715;13;6;17;0
715;53;32,8;44;0
715;69;36;89;0
715;76;18;21;0
716;60;34;68;0,15
717;18;62,5;26;0
717;38;263,5;98;0
717;69;36;99;0
718;51;53;86;0
719;37;26;40;0
719;56;38;25;0,15
719;62;49,3;50;0,15
720;19;9,2;15;0
720;49;20;54;0
721;12;38;29;0
721;24;4,5;68;0
721;64;33,25;42;0
722;46;12;28;0
723;52;7;81;0,2
724;29;123,79;42;0
725;17;39;21;0
725;33;2,5;98;0
726;26;31,23;48;0
726;41;9,65;24;0
726;75;7,75;45;0
727;63;43,9;32;0
728;8;40;86;0
728;75;7,75;93;0
729;28;45,6;48;0
730;39;18;82;0
730;47;9,5;8;0
730;51;53;9;0
730;63;43,9;34;0
731;8;40;66;0,15
731;21;10;46;0,15
731;40;18,4;16;0
731;44;19,45;51;0,15
732;7;30;86;0
732;12;38;14;0
732;24;4,5;40;0
732;27;43,9;88;0
732;31;12,5;38;0
732;63;43,9;10;0
733;75;7,75;40;0,2
734;38;263,5;17;0
735;7;30;42;0
735;43;46;63;0
736;13;6;63;0,15
736;57;19,5;38;0
737;16;17,45;34;0
737;24;4,5;41;0
737;36;19;26;0
738;16;17,45;78;0,1
738;18;62,5;96;0,1
738;32;32;33;0,1
739;11;21;14;0
739;20;81;44;0
739;76;18;22;0
739;77;13;46;0
740;7;30;32;0
740;43;46;15;0
740;72;34,8;63;0
741;7;30;77;0
741;62;49,3;18;0,1
742;6;25;27;0
742;11;21;26;0
742;41;9,65;72;0
743;21;10;53;0
743;34;14;63;0,15
743;55;24;35;0,15
743;61;28,5;77;0,15
744;2;19;61;0,2
744;70;15;91;0,2
744;76;18;77;0,2
745;72;34,8;88;0
746;29;123,79;29;0,25
746;41;9,65;41;0,25
747;59;55;33;0,05
748;51;53;53;0
748;60;34;27;0
749;42;14;51;0
750;32;32;63;0
750;46;12;67;0,25
750;52;7;86;0,25
751;24;4,5;95;0
751;61;28,5;75;0
751;74;10;62;0
751;75;7,75;39;0
752;41;9,65;22;0,05
752;51;53;27;0,05
752;77;13;16;0,05
753;4;22;78;0,25
753;24;4,5;36;0,25
753;77;13;84;0
754;7;30;11;0
754;22;21;72;0
754;46;12;87;0
754;55;24;48;0
755;13;6;71;0
755;35;18;43;0,15
755;42;14;13;0,15
755;55;24;76;0
756;1;18;30;0
756;40;18,4;44;0
756;52;7;39;0
757;26;31,23;7;0
757;76;18;64;0
758;1;18;13;0
758;59;55;35;0
759;1;18;16;0
759;29;123,79;82;0,25
760;8;40;22;0
760;29;123,79;48;0
760;42;14;22;0
761;28;45,6;60;0,05
761;34;14;46;0,05
761;71;21,5;24;0
762;24;4,5;78;0
762;36;19;98;0,25
762;60;34;36;0
763;7;30;83;0
763;24;4,5;47;0
764;58;13,25;49;0,05
764;71;21,5;22;0
765;19;9,2;26;0,05
765;60;34;28;0,05
765;71;21,5;44;0,05
766;23;9;12;0
766;42;14;43;0
766;45;9,5;59;0
766;68;12,5;68;0
767;41;9,65;49;0,1
768;30;25,89;41;0
768;77;13;89;0
769;31;12,5;50;0
769;36;19;63;0
770;3;10;88;0
770;59;55;40;0
770;70;15;37;0
771;12;38;9;0
771;18;62,5;91;0
771;56;38;48;0
772;46;12;11;0
772;49;20;47;0
773;10;31;16;0,15
774;2;19;43;0,25
774;20;81;34;0
774;26;31,23;61;0
774;51;53;9;0,25
774;72;34,8;43;0
775;19;9,2;67;0
775;69;36;27;0
776;7;30;32;0
776;43;46;18;0
777;26;31,23;87;0
777;33;2,5;43;0
777;65;21,05;65;0
777;71;21,5;68;0
778;1;18;53;0,1
778;13;6;76;0,1
779;18;62,5;79;0
779;51;53;73;0
780;24;4,5;95;0,25
780;62;49,3;41;0,25
781;55;24;75;0
781;59;55;47;0
782;56;38;100;0
782;63;43,9;45;0
783;2;19;74;0,25
783;5;21,35;67;0
783;29;123,79;58;0,25
783;59;55;67;0,25
784;1;18;25;0
784;13;6;89;0
784;24;4,5;7;0
784;64;33,25;80;0
784;71;21,5;45;0
785;36;19;53;0
785;38;263,5;54;0
785;59;55;84;0
786;53;32,8;82;0,1
786;69;36;59;0,1
787;21;10;97;0,1
787;44;19,45;27;0
787;61;28,5;94;0
788;1;18;48;0
788;35;18;55;0
788;42;14;79;0
788;54;7,45;87;0
789;13;6;14;0
789;59;55;18;0
790;70;15;52;0
791;40;18,4;48;0,2
791;52;7;97;0
791;71;21,5;26;0
792;28;45,6;84;0
792;35;18;36;0
792;49;20;45;0
792;57;19,5;83;0
793;21;10;12;0
794;2;19;63;0,2
794;63;43,9;17;0
795;44;19,45;47;0
795;61;28,5;33;0
796;11;21;36;0
797;62;49,3;33;0
798;33;2,5;26;0
798;51;53;39;0
799;12;38;60;0,05
799;32;32;30;0,05
799;35;18;31;0,05
800;1;18;47;0,25
800;5;21,35;61;0,25
801;68;12,5;37;0
802;2;19;28;0,2
802;12;38;18;0,2
803;76;18;28;0,1
804;24;4,5;25;0,2
805;43;46;9;0,2
805;61;28,5;96;0,2
806;18;62,5;13;0,2
806;32;32;80;0
806;64;33,25;63;0,2
807;33;2,5;51;0
807;67;14;71;0
808;24;4,5;64;0
808;25;14;27;0
808;51;53;19;0
808;57;19,5;41;0
809;7;30;83;0
809;55;24;92;0
809;60;34;10;0
810;70;15;59;0
811;21;10;23;0
811;60;34;51;0
811;61;28,5;21;0
812;13;6;42;0
812;17;39;66;0
812;60;34;38;0
813;60;34;80;0
813;77;13;80;0
814;60;34;41;0
815;53;32,8;52;0,2
815;70;15;85;0,2
816;34;14;7;0
816;40;18,4;36;0,1
816;41;9,65;82;0,1
817;17;39;69;0,1
817;41;9,65;43;0
817;53;32,8;38;0,1
817;55;24;88;0,1
817;68;12,5;72;0
818;30;25,89;34;0,25
818;54;7,45;51;0,25
819;16;17,45;44;0
819;19;9,2;37;0
819;34;14;75;0
820;41;9,65;95;0
821;28;45,6;83;0,15
821;43;46;98;0,15
821;77;13;89;0,15
822;39;18;77;0
823;1;18;57;0,15
823;2;19;15;0,15
823;16;17,45;82;0,15
823;31;12,5;11;0
824;7;30;29;0,05
824;13;6;32;0,05
825;2;19;20;0
825;41;9,65;14;0
825;50;16,25;59;0
825;64;33,25;8;0
826;11;21;32;0
826;24;4,5;63;0
827;16;17,45;79;0,05
828;2;19;9;0,15
828;46;12;52;0,15
828;76;18;53;0,15
829;6;25;17;0,25
829;14;23,25;60;0,25
829;19;9,2;62;0,25
830;2;19;27;0,2
830;3;10;71;0
830;4;22;67;0
830;6;25;31;0,02
830;7;30;79;0,05
830;8;40;60;0,1
830;10;31;56;0
830;12;38;70;0,05
830;13;6;14;0
830;14;23,25;100;0,03
830;16;17,45;21;0,03
830;20;81;25;0,04
830;23;9;23;0
830;32;32;36;0
830;39;18;53;0,05
830;41;9,65;26;0
830;46;12;65;0,02
830;52;7;97;0
830;55;24;12;0
830;60;34;49;0,06
830;64;33,25;98;0,03
830;66;17;60;0
830;73;15;80;0,01
830;75;7,75;100;0
830;77;13;55;0
