order_id;customer_id;employee_id;order_date;required_date;shipped_date;ship_via;freight;ship_name;ship_address;ship_city;ship_region;ship_postal_code;ship_country
1016;PRINI;3;03.02.1994;03.03.1994;04.03.1994;3;73,83;Princesa Isabel Vinhos;Estrada da saúde n. 58;Lisboa;;1756;Portugal
1017;FOLKO;3;03.02.1994;03.03.1994;13.02.1994;2;17,92;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Sweden
1018;CONSH;8;04.02.1994;18.03.1994;07.02.1994;2;9,21;Consolidated Holdings;Berkeley Gardens 12  Brewery;London;;WX1 6LT;UK
1019;BLONP;3;05.02.1994;05.03.1994;11.02.1994;2;156,66;Blondel père et fils;24, place Kléber;Strasbourg;;67000;France
1020;WARTH;8;05.02.1994;05.03.1994;12.02.1994;1;19,97;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
1021;TOMSP;3;06.02.1994;06.03.1994;14.02.1994;2;8,24;Toms Spezialitäten;Luisenstr. 48;Münster;;44087;Germany
1022;MEREP;6;07.02.1994;07.03.1994;10.02.1994;3;4,07;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
1023;SAVEA;4;10.02.1994;10.03.1994;28.02.1994;2;86,53;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
1024;OLDWO;3;10.02.1994;24.03.1994;14.03.1994;2;73,02;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA
1025;ERNSH;3;11.02.1994;11.03.1994;18.02.1994;2;47,94;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
1026;REGGC;8;12.02.1994;12.03.1994;14.02.1994;1;13,95;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italy
1027;BERGS;3;12.02.1994;12.03.1994;21.02.1994;3;3,5;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Sweden
1028;BERGS;3;13.02.1994;13.03.1994;20.02.1994;1;9,3;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Sweden
1029;TOMSP;6;14.02.1994;14.03.1994;19.02.1994;1;14,68;Toms Spezialitäten;Luisenstr. 48;Münster;;44087;Germany
1030;RICAR;4;14.02.1994;14.03.1994;07.03.1994;2;68,66;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brazil
1031;RANCH;4;17.02.1994;17.03.1994;24.02.1994;2;38,82;Rancho grande;Av. del Libertador 900;Buenos Aires;;1010;Argentina
1032;BLONP;3;18.02.1994;18.03.1994;27.02.1994;2;53,3;Blondel père et fils;24, place Kléber;Strasbourg;;67000;France
1033;VICTE;8;19.02.1994;19.03.1994;11.03.1994;2;7,23;Victuailles en stock;2, rue du Commerce;Lyon;;69004;France
1034;QUICK;4;19.02.1994;05.03.1994;12.03.1994;3;189,09;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Germany
1035;SAVEA;8;20.02.1994;20.03.1994;26.02.1994;1;140,26;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
1036;AROUT;1;21.02.1994;21.03.1994;26.02.1994;2;25,36;Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;CO7 6JX;UK
1037;LAMAI;4;21.02.1994;21.03.1994;25.02.1994;3;2,74;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
1038;WARTH;8;24.02.1994;07.04.1994;03.03.1994;2;180,45;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
1039;KOENE;8;25.02.1994;08.04.1994;28.02.1994;2;8,12;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Germany
1040;KOENE;2;25.02.1994;25.03.1994;03.03.1994;1;11,57;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Germany
1041;SUPRD;7;26.02.1994;26.03.1994;04.03.1994;3;147,06;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium
1042;VICTE;4;27.02.1994;27.03.1994;28.02.1994;2;25,09;Victuailles en stock;2, rue du Commerce;Lyon;;69004;France
1043;FOLKO;8;28.02.1994;28.03.1994;03.03.1994;1;16,27;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Sweden
1044;LILAS;1;28.02.1994;28.03.1994;05.03.1994;3;148,61;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
1045;CONSH;2;03.03.1994;31.03.1994;18.03.1994;1;6,17;Consolidated Holdings;Berkeley Gardens 12  Brewery;London;;WX1 6LT;UK
1046;SUPRD;5;04.03.1994;01.04.1994;06.03.1994;3;14,78;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium
1047;FURIB;4;04.03.1994;01.04.1994;14.03.1994;2;89;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
1048;VAFFE;1;05.03.1994;02.04.1994;14.03.1994;3;145,04;Vaffeljernet;Smagsloget 45;Århus;;8200;Denmark
1049;COMMI;4;06.03.1994;03.04.1994;13.03.1994;1;11,93;Comércio Mineiro;Av. dos Lusíadas, 23;Sao Paulo;SP;05432-043;Brazil
1050;MAGAA;8;06.03.1994;03.04.1994;11.03.1994;2;4,93;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;;24100;Italy
1051;KOENE;3;07.03.1994;04.04.1994;12.03.1994;3;44,12;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Germany
1052;WHITC;1;10.03.1994;07.04.1994;14.03.1994;1;60,18;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
1053;BONAP;4;11.03.1994;08.04.1994;14.03.1994;2;64,56;Bon app';12, rue des Bouchers;Marseille;;13008;France
1054;BSBEV;2;11.03.1994;08.04.1994;18.03.1994;3;45,59;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK
1055;SEVES;8;12.03.1994;09.04.1994;19.03.1994;1;4,2;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK
1056;ISLAT;1;13.03.1994;27.03.1994;21.03.1994;3;16,37;Island Trading;Garden House Crowther Way;Cowes;Isle of Wight;PO31 7PJ;UK
1057;PERIC;5;13.03.1994;10.04.1994;21.03.1994;2;83,49;Pericles Comidas clásicas;Calle Dr. Jorge Cash 321;México D.F.;;5033;Mexico
1058;SUPRD;9;14.03.1994;11.04.1994;04.04.1994;1;68,52;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium
1059;HILAA;8;17.03.1994;14.04.1994;24.03.1994;3;4,41;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
1060;PRINI;5;17.03.1994;14.04.1994;25.03.1994;2;13,02;Princesa Isabel Vinhos;Estrada da saúde n. 58;Lisboa;;1756;Portugal
1061;VICTE;2;18.03.1994;01.04.1994;26.03.1994;3;4,81;Victuailles en stock;2, rue du Commerce;Lyon;;69004;France
1062;RATTC;3;19.03.1994;16.04.1994;21.03.1994;3;708,95;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
1063;FOLIG;6;20.03.1994;17.04.1994;24.03.1994;2;1,35;Folies gourmandes;184, chaussée de Tournai;Lille;;59000;France
1064;RICAR;8;20.03.1994;17.04.1994;25.03.1994;2;64,33;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brazil
1065;LAZYK;1;21.03.1994;18.04.1994;10.04.1994;3;7,48;Lazy K Kountry Store;12 Orchestra Terrace;Walla Walla;WA;99362;USA
1066;WHITC;7;24.03.1994;21.04.1994;25.04.1994;2;15,28;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
1067;BSBEV;3;24.03.1994;21.04.1994;01.04.1994;3;6,88;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK
1068;LINOD;4;25.03.1994;08.04.1994;31.03.1994;2;64,45;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
1069;HILAA;1;26.03.1994;23.04.1994;02.04.1994;2;30,53;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
1070;QUEEN;2;26.03.1994;23.04.1994;28.03.1994;2;71,07;Queen Cozinha;Alameda dos Canàrios, 891;Sao Paulo;SP;05487-020;Brazil
1071;FRANK;8;27.03.1994;24.04.1994;02.04.1994;2;4,93;Frankenversand;Berliner Platz 43;München;;80805;Germany
1072;PICCO;6;28.03.1994;25.04.1994;09.04.1994;2;5,29;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
1073;HILAA;7;31.03.1994;28.04.1994;03.04.1994;2;210,19;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
1074;FURIB;8;31.03.1994;28.04.1994;08.04.1994;3;16,96;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
1075;BOTTM;3;01.04.1994;29.04.1994;11.04.1994;1;62,89;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
1076;LAMAI;4;02.04.1994;30.04.1994;10.04.1994;3;10,64;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
1077;COMMI;4;02.04.1994;30.04.1994;09.04.1994;2;65,99;Comércio Mineiro;Av. dos Lusíadas, 23;Sao Paulo;SP;05432-043;Brazil
1078;LAUGB;3;03.04.1994;01.05.1994;11.04.1994;3;4,65;Laughing Bacchus Wine Cellars;2319 Elm St.;Vancouver;BC;V3F 2K1;Canada
1079;TRADH;7;04.04.1994;02.05.1994;07.04.1994;2;46,77;Tradiçao Hipermercados;Av. Inês de Castro, 414;Sao Paulo;SP;05634-030;Brazil
1080;LEHMS;7;04.04.1994;02.05.1994;07.04.1994;1;36,21;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany
1081;HILAA;8;07.04.1994;05.05.1994;11.04.1994;2;29,75;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
1082;LILAS;4;08.04.1994;06.05.1994;16.04.1994;2;102,02;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
1083;LAMAI;6;09.04.1994;07.05.1994;17.04.1994;1;42,68;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
1084;BLAUS;9;09.04.1994;07.05.1994;16.04.1994;3;8,85;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;68306;Germany
1085;PERIC;2;10.04.1994;08.05.1994;29.04.1994;1;69,32;Pericles Comidas clásicas;Calle Dr. Jorge Cash 321;México D.F.;;5033;Mexico
1086;HUNGO;6;11.04.1994;09.05.1994;16.04.1994;2;16,74;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland
1087;WHITC;4;11.04.1994;09.05.1994;18.04.1994;3;59,13;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
1088;MEREP;3;14.04.1994;12.05.1994;21.04.1994;3;7,13;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
1089;KOENE;9;15.04.1994;13.05.1994;02.05.1994;2;21,19;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Germany
1090;ANTON;7;15.04.1994;13.05.1994;22.04.1994;1;47,45;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;5023;Mexico
1091;OTTIK;1;16.04.1994;14.05.1994;13.05.1994;2;4,99;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Germany
1092;BLAUS;4;17.04.1994;15.05.1994;29.04.1994;1;0,15;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;68306;Germany
1093;SAVEA;6;18.04.1994;16.05.1994;28.04.1994;3;367,63;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
1094;BONAP;4;18.04.1994;16.05.1994;21.04.1994;3;350,64;Bon app';12, rue des Bouchers;Marseille;;13008;France
1095;FAMIA;7;21.04.1994;19.05.1994;24.04.1994;2;3,53;Familia Arquibaldo;Rua Orós, 92;Sao Paulo;SP;05442-030;Brazil
1096;WANDK;7;22.04.1994;03.06.1994;28.04.1994;1;105,65;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany
1097;ERNSH;3;22.04.1994;20.05.1994;16.05.1994;2;789,95;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
1098;QUICK;2;23.04.1994;07.05.1994;23.05.1994;1;204,47;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Germany
1099;HUNGO;2;24.04.1994;22.05.1994;01.05.1994;3;62,78;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland
1100;NORTS;3;24.04.1994;22.05.1994;29.04.1994;3;32,07;North/South;South House 300 Queensbridge;London;;SW7 1RZ;UK
1101;TORTU;4;25.04.1994;09.05.1994;05.05.1994;2;218,15;Tortuga Restaurante;Avda. Azteca 123;México D.F.;;5033;Mexico
1102;CHOPS;6;28.04.1994;26.05.1994;01.05.1994;3;91,76;Chop-suey Chinese;Hauptstr. 31;Bern;;3012;Switzerland
1103;SANTG;7;29.04.1994;27.05.1994;01.05.1994;1;13,37;Santé Gourmet;Erling Skakkes gate 78;Stavern;;4110;Norway
1104;CACTU;8;29.04.1994;27.05.1994;02.05.1994;2;17,22;Cactus Comidas para llevar;Cerrito 333;Buenos Aires;;1010;Argentina
1105;LEHMS;4;30.04.1994;28.05.1994;06.05.1994;1;45,33;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany
1106;SEVES;7;01.05.1994;29.05.1994;30.05.1994;2;77,63;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK
1107;BERGS;1;01.05.1994;29.05.1994;07.05.1994;2;244,79;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Sweden
1108;BONAP;1;02.05.1994;30.05.1994;23.05.1994;2;11,06;Bon app';12, rue des Bouchers;Marseille;;13008;France
1109;WARTH;4;05.05.1994;02.06.1994;15.05.1994;2;58,59;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
1110;QUICK;7;05.05.1994;02.06.1994;07.05.1994;1;41,9;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Germany
1111;GREAL;6;06.05.1994;20.05.1994;09.05.1994;2;3,35;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA
1112;MAISD;5;07.05.1994;04.06.1994;09.05.1994;2;66,69;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;B-1180;Belgium
1113;PICCO;3;08.05.1994;05.06.1994;12.05.1994;2;339,22;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
1114;OCEAN;7;08.05.1994;05.06.1994;19.05.1994;1;8,12;Océano Atlántico Ltda.;Ing. Gustavo Moncada 8585 Piso 20-A;Buenos Aires;;1010;Argentina
1115;EASTC;7;09.05.1994;06.06.1994;12.05.1994;3;74,46;Eastern Connection;35 King George;London;;WX3 6FW;UK
1116;FOLKO;8;12.05.1994;09.06.1994;22.05.1994;1;188,04;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Sweden
1117;LEHMS;8;12.05.1994;09.06.1994;14.05.1994;2;27,94;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany
1118;ANTON;4;13.05.1994;10.06.1994;21.05.1994;1;15,64;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;5023;Mexico
1119;LEHMS;3;14.05.1994;11.06.1994;06.06.1994;2;58,88;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany
1120;RICSU;1;14.05.1994;28.05.1994;19.05.1994;1;78,85;Richter Supermarkt;Starenweg 5;Genève;;1204;Switzerland
1121;BSBEV;9;15.05.1994;12.06.1994;16.05.1994;3;4,87;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK
1122;BSBEV;6;16.05.1994;13.06.1994;23.05.1994;3;12,36;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK
1123;QUICK;3;19.05.1994;16.06.1994;13.06.1994;3;1007,64;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Germany
1124;HANAR;2;19.05.1994;16.06.1994;29.05.1994;1;68,65;Hanari Carnes;Rua do Paço, 67;Rio de Janeiro;RJ;05454-876;Brazil
1125;KOENE;1;20.05.1994;17.06.1994;26.05.1994;3;10,95;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Germany
1126;LILAS;8;21.05.1994;18.06.1994;23.05.1994;2;48,17;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
1127;LONEP;4;21.05.1994;18.06.1994;30.05.1994;1;24,91;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA
1128;LAZYK;8;22.05.1994;19.06.1994;26.06.1994;2;11,92;Lazy K Kountry Store;12 Orchestra Terrace;Walla Walla;WA;99362;USA
1129;VICTE;1;23.05.1994;20.06.1994;27.05.1994;3;194,72;Victuailles en stock;2, rue du Commerce;Lyon;;69004;France
1130;SEVES;3;23.05.1994;20.06.1994;02.06.1994;2;178,43;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK
1131;TOMSP;3;26.05.1994;23.06.1994;02.06.1994;2;1,43;Toms Spezialitäten;Luisenstr. 48;Münster;;44087;Germany
1132;QUICK;5;27.05.1994;10.06.1994;30.05.1994;1;171,24;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Germany
1133;GODOS;7;28.05.1994;25.06.1994;06.06.1994;3;4,32;Godos Cocina Típica;C/ Romero, 33;Sevilla;;41101;Spain
1134;FURIB;4;28.05.1994;09.07.1994;06.06.1994;3;72,95;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
1135;HILAA;2;29.05.1994;26.06.1994;05.06.1994;1;83,22;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
1136;WARTH;2;30.05.1994;27.06.1994;03.06.1994;2;149,49;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
1137;OTTIK;4;30.05.1994;27.06.1994;05.06.1994;3;120,97;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Germany
1138;SAVEA;6;02.06.1994;30.06.1994;04.06.1994;3;252,49;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
1139;SIMOB;2;03.06.1994;15.07.1994;13.06.1994;1;9,8;Simons bistro;Vinbæltet 34;Kobenhavn;;1734;Denmark
1140;LEHMS;9;03.06.1994;17.06.1994;06.06.1994;2;96,72;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany
1141;AROUT;1;04.06.1994;02.07.1994;10.06.1994;2;72,97;Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;CO7 6JX;UK
1142;BLONP;6;05.06.1994;03.07.1994;13.06.1994;1;8,05;Blondel père et fils;24, place Kléber;Strasbourg;;67000;France
1143;FRANK;8;06.06.1994;04.07.1994;09.06.1994;1;36,65;Frankenversand;Berliner Platz 43;München;;80805;Germany
1144;FOLKO;2;06.06.1994;04.07.1994;09.06.1994;2;242,21;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Sweden
1145;REGGC;1;09.06.1994;07.07.1994;12.06.1994;1;22,95;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italy
1146;RICAR;2;10.06.1994;22.07.1994;24.06.1994;2;60,43;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brazil
1147;RATTC;4;10.06.1994;08.07.1994;16.06.1994;3;13,75;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
1148;MEREP;8;11.06.1994;09.07.1994;18.06.1994;2;7,15;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
1149;BLONP;9;12.06.1994;10.07.1994;18.06.1994;1;88,4;Blondel père et fils;24, place Kléber;Strasbourg;;67000;France
1150;HUNGO;1;12.06.1994;10.07.1994;17.06.1994;1;33,97;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland
1151;GALED;3;13.06.1994;11.07.1994;09.07.1994;3;6,54;Galería del gastronómo;Rambla de Cataluña, 23;Barcelona;;8022;Spain
1152;RATTC;5;16.06.1994;14.07.1994;11.07.1994;1;58,98;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
1153;MEREP;3;17.06.1994;15.07.1994;19.06.1994;3;188,99;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
1154;ERNSH;8;17.06.1994;29.07.1994;04.07.1994;3;26,06;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
1155;BERGS;3;18.06.1994;16.07.1994;25.06.1994;2;116,43;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Sweden
1156;ANTON;7;19.06.1994;17.07.1994;20.06.1994;3;84,84;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;5023;Mexico
1157;TRAIH;4;19.06.1994;17.07.1994;30.06.1994;2;37,6;Trail's Head Gourmet Provisioners;722 DaVinci Blvd.;Kirkland;WA;98034;USA
1158;MORGK;5;20.06.1994;04.07.1994;30.06.1994;1;127,34;Morgenstern Gesundkost;Heerstr. 22;Leipzig;;4179;Germany
1159;TORTU;3;23.06.1994;07.07.1994;30.06.1994;3;18,56;Tortuga Restaurante;Avda. Azteca 123;México D.F.;;5033;Mexico
1160;TRAIH;9;23.06.1994;04.08.1994;30.06.1994;2;25,41;Trail's Head Gourmet Provisioners;722 DaVinci Blvd.;Kirkland;WA;98034;USA
1161;BSBEV;4;24.06.1994;22.07.1994;25.07.1994;3;29,6;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK
1162;LETSS;1;25.06.1994;23.07.1994;04.07.1994;2;13,73;Let's Stop N Shop;87 Polk St. Suite 5;San Francisco;CA;94117;USA
1163;OTTIK;4;26.06.1994;24.07.1994;01.07.1994;3;75,89;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Germany
1164;FAMIA;3;26.06.1994;24.07.1994;02.07.1994;1;3,01;Familia Arquibaldo;Rua Orós, 92;Sao Paulo;SP;05442-030;Brazil
1165;BLAUS;3;27.06.1994;25.07.1994;14.07.1994;2;27,71;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;68306;Germany
1166;WARTH;2;30.06.1994;28.07.1994;04.07.1994;2;7,28;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
1167;BLONP;4;30.06.1994;28.07.1994;04.07.1994;1;59,14;Blondel père et fils;24, place Kléber;Strasbourg;;67000;France
1168;WELLI;7;01.07.1994;29.07.1994;10.07.1994;1;13,41;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brazil
1169;REGGC;9;02.07.1994;30.07.1994;09.07.1994;1;0,48;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italy
1170;QUEDE;1;02.07.1994;30.07.1994;09.07.1994;1;62,52;Que Delícia;Rua da Panificadora, 12;Rio de Janeiro;RJ;02389-673;Brazil
1171;QUICK;2;03.07.1994;31.07.1994;10.07.1994;3;194,67;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Germany
1172;GREAL;8;04.07.1994;01.08.1994;14.07.1994;2;4,42;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA
1173;MEREP;4;07.07.1994;04.08.1994;14.07.1994;3;44,77;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
1174;VAFFE;1;07.07.1994;21.07.1994;16.07.1994;1;55,92;Vaffeljernet;Smagsloget 45;Århus;;8200;Denmark
1175;LEHMS;3;08.07.1994;05.08.1994;16.07.1994;1;32,1;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany
1176;LEHMS;7;09.07.1994;06.08.1994;13.08.1994;2;174,2;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany
1177;OLDWO;3;09.07.1994;06.08.1994;16.07.1994;2;5,24;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA
1178;ERNSH;2;10.07.1994;07.08.1994;14.07.1994;1;96,78;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
1179;WHITC;8;11.07.1994;08.08.1994;12.08.1994;1;16,34;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
1180;PICCO;7;11.07.1994;08.08.1994;18.07.1994;3;35,12;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
1181;RATTC;1;14.07.1994;11.08.1994;18.07.1994;3;44,42;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
1182;BSBEV;6;15.07.1994;26.08.1994;21.07.1994;3;29,98;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK
1183;HUNGC;4;16.07.1994;13.08.1994;21.07.1994;1;45,13;Hungry Coyote Import Store;City Center Plaza 516 Main St.;Elgin;OR;97827;USA
1184;HILAA;7;16.07.1994;27.08.1994;22.07.1994;1;58,3;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
1185;VAFFE;8;17.07.1994;14.08.1994;22.07.1994;2;2,92;Vaffeljernet;Smagsloget 45;Århus;;8200;Denmark
1186;SAVEA;8;18.07.1994;15.08.1994;08.08.1994;2;48,77;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
1187;FURIB;1;18.07.1994;15.08.1994;29.07.1994;1;7,46;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
1188;MEREP;1;21.07.1994;18.08.1994;29.07.1994;2;379,13;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
1189;TRADH;4;22.07.1994;19.08.1994;31.07.1994;3;79,4;Tradiçao Hipermercados;Av. Inês de Castro, 414;Sao Paulo;SP;05634-030;Brazil
1190;SAVEA;5;22.07.1994;19.08.1994;25.07.1994;1;200,24;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
1191;TOMSP;4;23.07.1994;20.08.1994;01.08.1994;2;27,79;Toms Spezialitäten;Luisenstr. 48;Münster;;44087;Germany
1192;DUMON;7;24.07.1994;21.08.1994;30.07.1994;2;1,85;Du monde entier;67, rue des Cinquante Otages;Nantes;;44000;France
1193;LAMAI;8;25.07.1994;22.08.1994;06.08.1994;1;26,78;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
1194;WOLZA;6;25.07.1994;22.08.1994;01.08.1994;2;80,65;Wolski Zajazd;ul. Filtrowa 68;Warszawa;;01-012;Poland
1195;SAVEA;1;28.07.1994;25.08.1994;01.08.1994;2;544,08;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
1196;HILAA;4;29.07.1994;26.08.1994;01.08.1994;2;8,11;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
1197;BLAUS;8;29.07.1994;26.08.1994;01.08.1994;3;1,93;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;68306;Germany
1198;WILMK;2;30.07.1994;27.08.1994;06.08.1994;3;0,75;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finland
1199;GREAL;1;31.07.1994;28.08.1994;05.08.1994;2;116,53;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA
